customer_id,first_purchase_date,last_purchase_date,total_orders,total_spent,avg_order_value,days_since_first_purchase,days_since_last_purchase,product_categories,num_categories,acquisition_source,campaign_type,acquisition_cost,email_engagement_rate,return_rate,customer_segment,actual_clv
CUST_00300,2025-08-09,2025-11-08,8,378.23,51.86,159,68,"[""Electronics"", ""Books"", ""Food & Beverage"", ""Home & Garden"", ""Toys""]",5,Email,None,9.68,0.52,0.056,Growth-Potential,739.7
CUST_00301,2024-09-26,2025-12-27,12,2438.73,200.88,476,19,"[""Books""]",1,Google Ads,Brand,55.13,0.585,0.047,High-CLV,8167.27
CUST_00302,2024-12-26,2025-12-11,2,126.5,63.98,385,35,"[""Books"", ""Beauty""]",2,Google Ads,Retargeting,41.53,0.272,0.09,Growth-Potential,229.14
CUST_00303,2025-08-01,2025-11-29,6,416.78,70.2,167,47,"[""Sports""]",1,Google Ads,Brand,45.88,0.418,0.088,Growth-Potential,698.78
CUST_00304,2024-12-03,2025-11-05,2,47.43,23.66,408,71,"[""Fashion""]",1,Google Ads,Brand,37.78,0.295,0.143,Low-CLV,38.66
CUST_00305,2024-11-18,2026-01-12,16,3848.34,221.97,423,3,"[""Food & Beverage"", ""Fashion"", ""Beauty""]",3,Email,None,7.52,0.612,0.028,High-CLV,14051.87
CUST_00306,2025-08-28,2025-11-13,2,211.32,97.44,140,63,"[""Fashion"", ""Toys""]",2,Meta Ads,Retargeting,48.65,0.32,0.123,Growth-Potential,383.82
CUST_00307,2025-07-05,2025-10-26,1,42.85,46.08,194,81,"[""Electronics""]",1,Google Ads,Prospecting,69.87,0.19,0.111,Low-CLV,45.83
CUST_00308,2025-02-22,2025-09-02,3,119.99,40.19,327,135,"[""Toys"", ""Home & Garden"", ""Electronics""]",3,Email,None,5.48,0.027,0.186,Low-CLV,115.12
CUST_00309,2025-11-13,2025-11-13,8,457.62,52.03,63,63,"[""Sports""]",1,Google Ads,Prospecting,36.17,0.424,0.099,Growth-Potential,833.52
CUST_00310,2024-07-29,2025-06-05,1,23.0,25.42,535,224,"[""Home & Garden""]",1,Meta Ads,Retargeting,56.59,0.124,0.173,Low-CLV,22.45
CUST_00311,2024-05-10,2025-12-25,7,626.48,82.46,615,21,"[""Electronics"", ""Home & Garden"", ""Books""]",3,Organic,None,1.53,0.503,0.135,Growth-Potential,1154.87
CUST_00312,2025-07-04,2025-11-28,4,235.72,56.34,195,48,"[""Toys""]",1,Meta Ads,Brand,44.86,0.415,0.07,Growth-Potential,392.8
CUST_00313,2024-10-19,2026-01-13,10,863.8,95.8,453,2,"[""Fashion"", ""Electronics"", ""Home & Garden""]",3,Google Ads,Retargeting,52.47,0.59,0.059,High-CLV,3226.14
CUST_00314,2025-05-26,2025-10-24,5,352.85,70.56,234,83,"[""Electronics""]",1,Google Ads,Brand,46.47,0.484,0.14,Growth-Potential,493.25
CUST_00315,2025-01-13,2025-11-23,5,653.6,119.3,367,53,"[""Toys"", ""Food & Beverage"", ""Electronics""]",3,Meta Ads,Prospecting,57.71,0.207,0.118,Growth-Potential,1277.99
CUST_00316,2025-02-10,2025-10-26,4,478.93,116.8,339,81,"[""Toys"", ""Home & Garden""]",2,Meta Ads,Prospecting,29.82,0.463,0.059,Growth-Potential,923.28
CUST_00317,2024-08-10,2025-12-14,3,321.17,99.15,523,32,"[""Home & Garden"", ""Books""]",2,Organic,None,4.59,0.432,0.118,Growth-Potential,625.13
CUST_00318,2024-06-13,2025-12-28,6,561.38,95.2,581,18,"[""Home & Garden"", ""Toys"", ""Fashion""]",3,Google Ads,Retargeting,29.24,0.488,0.068,Growth-Potential,721.61
CUST_00319,2025-09-17,2025-12-02,6,560.08,96.05,120,44,"[""Home & Garden"", ""Sports"", ""Toys"", ""Beauty""]",4,Email,None,4.99,0.442,0.111,Growth-Potential,991.13
CUST_00320,2025-03-09,2025-11-09,2,86.84,45.97,312,67,"[""Beauty""]",1,Email,None,9.42,0.049,0.145,Low-CLV,71.77
CUST_00321,2024-09-24,2025-04-12,3,134.76,43.97,478,278,"[""Books"", ""Beauty"", ""Sports""]",3,Direct,None,2.86,0.097,0.192,Low-CLV,158.43
CUST_00322,2025-04-22,2025-11-03,7,841.73,126.69,268,73,"[""Toys""]",1,Google Ads,Brand,51.53,0.515,0.102,Growth-Potential,1357.63
CUST_00323,2024-11-03,2025-12-31,14,2146.51,149.93,438,15,"[""Food & Beverage"", ""Toys""]",2,Meta Ads,Brand,19.07,0.898,0.064,High-CLV,7066.75
CUST_00324,2024-06-02,2025-11-11,3,258.11,95.07,592,65,"[""Food & Beverage""]",1,Google Ads,Brand,36.2,0.575,0.12,Growth-Potential,328.35
CUST_00325,2024-05-11,2025-11-04,7,689.48,98.03,614,72,"[""Home & Garden"", ""Beauty"", ""Sports"", ""Toys"", ""Electronics""]",5,Google Ads,Brand,65.61,0.487,0.062,Growth-Potential,1251.14
CUST_00326,2024-03-08,2025-11-08,7,742.85,100.71,678,68,"[""Fashion"", ""Food & Beverage""]",2,Google Ads,Brand,20.18,0.265,0.064,Growth-Potential,1462.19
CUST_00327,2024-01-21,2025-10-29,2,140.36,68.01,725,78,"[""Electronics""]",1,Google Ads,Retargeting,47.37,0.542,0.104,Growth-Potential,195.91
CUST_00328,2024-03-12,2025-11-17,6,492.93,90.63,674,59,"[""Books"", ""Electronics"", ""Toys""]",3,Google Ads,Brand,69.69,0.283,0.068,Growth-Potential,634.46
CUST_00329,2025-08-13,2026-01-09,14,2751.92,202.22,155,6,"[""Books"", ""Beauty"", ""Electronics""]",3,Meta Ads,Retargeting,52.95,0.811,0.052,High-CLV,9678.18
CUST_00330,2025-07-08,2026-01-01,20,1712.78,90.93,191,14,"[""Fashion"", ""Beauty"", ""Books"", ""Sports"", ""Home & Garden""]",5,Meta Ads,Brand,53.15,0.813,0.029,High-CLV,4888.46
CUST_00331,2025-08-14,2025-10-29,6,783.07,130.57,154,78,"[""Beauty"", ""Books"", ""Home & Garden"", ""Fashion"", ""Electronics""]",5,Direct,None,2.32,0.342,0.063,Growth-Potential,1013.74
CUST_00332,2025-03-14,2025-12-26,7,752.95,101.36,307,20,"[""Sports"", ""Home & Garden""]",2,Meta Ads,Brand,28.85,0.52,0.15,Growth-Potential,1379.52
CUST_00333,2025-02-24,2025-10-20,4,511.96,120.02,325,87,"[""Food & Beverage"", ""Toys"", ""Electronics"", ""Fashion""]",4,Meta Ads,Retargeting,43.22,0.246,0.083,Growth-Potential,811.56
CUST_00334,2024-03-13,2025-02-23,3,178.0,57.29,673,326,"[""Books""]",1,Google Ads,Prospecting,64.4,0.139,0.263,Low-CLV,199.33
CUST_00335,2025-10-18,2025-10-24,3,188.38,64.21,89,83,"[""Books"", ""Food & Beverage"", ""Electronics""]",3,Google Ads,Retargeting,24.34,0.212,0.148,Growth-Potential,266.97
CUST_00336,2024-11-20,2025-08-19,2,65.63,36.16,421,149,"[""Electronics"", ""Toys""]",2,Meta Ads,Prospecting,37.5,0.285,0.143,Low-CLV,65.17
CUST_00337,2024-06-10,2025-12-21,20,5021.91,230.87,584,25,"[""Beauty"", ""Books""]",2,Email,None,5.1,0.736,0.064,High-CLV,10410.95
CUST_00338,2025-09-15,2025-10-03,1,18.09,19.9,122,104,"[""Electronics""]",1,Google Ads,Brand,35.61,0.28,0.237,Low-CLV,18.65
CUST_00339,2025-04-11,2025-09-17,2,46.0,24.09,279,120,"[""Beauty""]",1,Meta Ads,Brand,39.72,0.086,0.206,Low-CLV,46.78
CUST_00340,2024-11-29,2025-11-18,7,660.98,101.97,412,58,"[""Fashion""]",1,Google Ads,Brand,24.31,0.43,0.067,Growth-Potential,996.02
CUST_00341,2025-04-16,2025-11-16,7,538.1,81.81,274,60,"[""Fashion"", ""Toys"", ""Beauty"", ""Sports"", ""Food & Beverage""]",5,Direct,None,4.01,0.437,0.134,Growth-Potential,685.72
CUST_00342,2025-05-06,2025-11-01,2,167.42,90.13,254,75,"[""Books"", ""Beauty""]",2,Organic,None,4.59,0.474,0.121,Growth-Potential,225.46
CUST_00343,2025-05-16,2025-12-17,8,937.86,109.65,244,29,"[""Home & Garden"", ""Sports"", ""Electronics"", ""Beauty"", ""Books""]",5,Meta Ads,Retargeting,44.23,0.381,0.053,Growth-Potential,1369.93
CUST_00344,2024-09-21,2025-10-22,6,535.95,91.45,481,85,"[""Toys"", ""Food & Beverage"", ""Beauty"", ""Sports"", ""Home & Garden""]",5,Meta Ads,Brand,25.63,0.436,0.074,Growth-Potential,876.61
CUST_00345,2024-05-12,2025-10-17,2,197.51,97.68,613,90,"[""Sports""]",1,Direct,None,0.35,0.485,0.134,Growth-Potential,388.05
CUST_00346,2025-11-22,2026-01-13,24,4170.13,187.28,54,2,"[""Home & Garden""]",1,Google Ads,Brand,42.65,0.671,0.045,High-CLV,13852.18
CUST_00347,2024-12-05,2025-11-23,6,599.11,96.39,406,53,"[""Books"", ""Electronics"", ""Sports"", ""Toys""]",4,Organic,None,2.55,0.278,0.118,Growth-Potential,1012.01
CUST_00348,2024-01-16,2025-02-03,2,36.31,18.98,730,346,"[""Books"", ""Food & Beverage""]",2,Meta Ads,Retargeting,32.17,0.27,0.294,Low-CLV,34.61
CUST_00349,2025-01-18,2025-11-08,7,370.9,49.31,362,68,"[""Electronics""]",1,Meta Ads,Prospecting,54.82,0.256,0.106,Growth-Potential,487.81
CUST_00350,2025-04-26,2025-11-07,3,122.57,40.78,264,69,"[""Books"", ""Fashion""]",2,Google Ads,Retargeting,50.23,0.457,0.092,Growth-Potential,165.3
CUST_00351,2025-07-28,2025-10-19,8,581.57,80.1,171,88,"[""Food & Beverage""]",1,Google Ads,Retargeting,24.0,0.485,0.077,Growth-Potential,1145.34
CUST_00352,2025-05-06,2025-10-26,6,734.62,119.8,254,81,"[""Sports""]",1,Meta Ads,Brand,55.66,0.593,0.128,Growth-Potential,1241.82
CUST_00353,2024-12-20,2025-11-08,2,194.53,91.79,391,68,"[""Sports"", ""Electronics""]",2,Meta Ads,Prospecting,41.02,0.405,0.097,Growth-Potential,331.37
CUST_00354,2024-11-04,2025-10-30,7,649.92,101.43,437,77,"[""Home & Garden"", ""Sports"", ""Food & Beverage""]",3,Direct,None,1.28,0.524,0.112,Growth-Potential,923.0
CUST_00355,2025-04-17,2025-11-14,6,304.68,48.82,273,62,"[""Books""]",1,Google Ads,Brand,68.37,0.437,0.065,Growth-Potential,605.48
CUST_00356,2025-02-11,2025-12-01,8,419.88,51.08,338,45,"[""Electronics"", ""Books"", ""Home & Garden""]",3,Meta Ads,Brand,20.22,0.398,0.149,Growth-Potential,757.63
CUST_00357,2025-07-14,2026-01-07,17,2872.52,172.77,185,8,"[""Electronics"", ""Home & Garden"", ""Beauty"", ""Books""]",4,Meta Ads,Brand,58.28,0.714,0.076,High-CLV,9643.01
CUST_00358,2025-04-02,2025-11-27,2,92.05,43.4,288,49,"[""Food & Beverage"", ""Toys""]",2,Meta Ads,Brand,25.88,0.413,0.085,Growth-Potential,160.19
CUST_00359,2024-07-18,2025-11-21,8,322.52,44.71,546,55,"[""Fashion""]",1,Meta Ads,Retargeting,30.82,0.335,0.119,Growth-Potential,563.89
CUST_00360,2025-09-15,2025-12-04,4,243.78,58.51,122,42,"[""Toys"", ""Books""]",2,Meta Ads,Brand,44.16,0.209,0.059,Growth-Potential,441.51
CUST_00361,2025-05-08,2025-10-09,1,60.23,54.8,252,98,"[""Sports""]",1,Direct,None,0.37,0.209,0.151,Low-CLV,52.09
CUST_00362,2024-10-13,2025-12-09,5,322.41,58.84,459,37,"[""Food & Beverage"", ""Electronics""]",2,Meta Ads,Retargeting,49.59,0.598,0.076,Growth-Potential,424.0
CUST_00363,2024-02-20,2025-12-22,7,331.74,49.88,695,24,"[""Electronics"", ""Food & Beverage""]",2,Google Ads,Retargeting,33.32,0.377,0.076,Growth-Potential,574.47
CUST_00364,2025-06-01,2025-10-31,5,432.18,82.67,228,76,"[""Beauty""]",1,Direct,None,4.77,0.406,0.144,Growth-Potential,519.76
CUST_00365,2024-12-22,2025-06-14,2,44.92,20.43,389,215,"[""Books"", ""Electronics""]",2,Email,None,8.08,0.161,0.298,Low-CLV,51.05
CUST_00366,2024-07-29,2025-11-23,3,193.04,62.71,535,53,"[""Food & Beverage"", ""Books"", ""Fashion""]",3,Google Ads,Prospecting,29.65,0.216,0.088,Growth-Potential,253.26
CUST_00367,2025-11-04,2025-11-22,6,383.3,59.88,72,54,"[""Books""]",1,Google Ads,Prospecting,59.39,0.356,0.129,Growth-Potential,477.15
CUST_00368,2025-12-10,2025-12-18,8,810.26,99.7,36,28,"[""Home & Garden""]",1,Organic,None,0.1,0.794,0.047,High-CLV,2412.78
CUST_00369,2024-07-10,2025-10-22,3,67.94,24.63,554,85,"[""Fashion"", ""Toys"", ""Electronics""]",3,Email,None,6.76,0.21,0.126,Low-CLV,57.45
CUST_00370,2025-12-10,2025-12-10,2,183.58,88.53,36,36,"[""Electronics""]",1,Google Ads,Retargeting,36.78,0.37,0.131,Growth-Potential,307.4
CUST_00371,2024-07-02,2025-12-31,9,1996.97,244.33,562,15,"[""Toys"", ""Food & Beverage"", ""Fashion"", ""Electronics"", ""Beauty""]",5,Meta Ads,Brand,15.33,0.576,0.036,High-CLV,4316.34
CUST_00372,2025-05-17,2025-09-13,3,113.04,39.49,243,124,"[""Electronics""]",1,Google Ads,Prospecting,55.86,0.266,0.183,Low-CLV,117.39
CUST_00373,2024-01-20,2025-10-21,2,173.51,79.06,726,86,"[""Beauty"", ""Food & Beverage""]",2,Referral,None,3.3,0.513,0.085,Growth-Potential,315.14
CUST_00374,2025-05-15,2025-10-29,3,137.76,42.34,245,78,"[""Beauty"", ""Food & Beverage""]",2,Meta Ads,Retargeting,42.76,0.26,0.134,Growth-Potential,193.02
CUST_00375,2024-07-14,2025-08-28,2,39.88,21.6,550,140,"[""Books"", ""Beauty""]",2,Organic,None,3.38,0.222,0.285,Low-CLV,35.07
CUST_00376,2025-03-13,2025-12-06,8,413.08,56.45,308,40,"[""Home & Garden"", ""Fashion"", ""Sports"", ""Beauty""]",4,Google Ads,Prospecting,38.67,0.291,0.074,Growth-Potential,554.54
CUST_00377,2024-05-25,2025-12-27,3,207.56,74.61,600,19,"[""Toys"", ""Fashion""]",2,Organic,None,1.1,0.59,0.07,Growth-Potential,375.32
CUST_00378,2024-07-08,2025-10-19,3,324.2,117.81,556,88,"[""Beauty"", ""Sports""]",2,Organic,None,2.31,0.455,0.111,Growth-Potential,511.84
CUST_00379,2025-08-31,2026-01-07,18,4711.98,241.77,137,8,"[""Electronics"", ""Food & Beverage"", ""Beauty"", ""Sports""]",4,Organic,None,2.66,0.611,0.033,High-CLV,9740.8
CUST_00380,2024-04-10,2025-10-21,8,809.63,103.13,645,86,"[""Beauty"", ""Books"", ""Electronics""]",3,Meta Ads,Retargeting,45.11,0.239,0.1,Growth-Potential,981.87
CUST_00381,2025-04-25,2025-12-31,19,4839.97,259.65,265,15,"[""Food & Beverage"", ""Books"", ""Toys""]",3,Direct,None,3.14,0.836,0.012,High-CLV,9693.14
CUST_00382,2024-10-18,2025-10-23,7,551.36,74.48,454,84,"[""Books""]",1,Meta Ads,Retargeting,19.99,0.213,0.093,Growth-Potential,1053.31
CUST_00383,2024-03-24,2025-10-21,6,214.73,37.01,662,86,"[""Beauty"", ""Toys"", ""Books"", ""Fashion""]",4,Google Ads,Brand,64.9,0.347,0.115,Growth-Potential,312.73
CUST_00384,2025-05-27,2025-10-28,5,349.75,70.37,233,79,"[""Food & Beverage"", ""Sports"", ""Home & Garden""]",3,Google Ads,Brand,67.27,0.225,0.085,Growth-Potential,643.51
CUST_00385,2025-02-19,2025-08-17,1,29.82,32.58,330,151,"[""Food & Beverage""]",1,Meta Ads,Prospecting,24.19,0.265,0.117,Low-CLV,25.65
CUST_00386,2024-05-30,2025-03-19,1,32.17,30.71,595,302,"[""Electronics""]",1,Meta Ads,Prospecting,25.45,0.291,0.208,Low-CLV,36.95
CUST_00387,2024-12-15,2025-03-13,3,107.6,35.65,396,308,"[""Home & Garden"", ""Toys""]",2,Google Ads,Retargeting,59.46,0.174,0.231,Low-CLV,99.27
CUST_00388,2025-01-11,2025-11-25,4,569.72,139.13,369,51,"[""Home & Garden"", ""Fashion"", ""Books""]",3,Meta Ads,Brand,44.99,0.508,0.055,Growth-Potential,999.45
CUST_00389,2025-04-11,2026-01-06,12,1060.33,87.27,279,9,"[""Home & Garden"", ""Food & Beverage"", ""Beauty""]",3,Meta Ads,Retargeting,22.32,0.947,0.05,High-CLV,3265.53
CUST_00390,2025-04-29,2025-11-21,2,121.57,58.02,261,55,"[""Sports"", ""Beauty""]",2,Referral,None,4.85,0.4,0.065,Growth-Potential,233.02
CUST_00391,2025-04-12,2025-11-18,6,660.98,102.0,278,58,"[""Sports""]",1,Meta Ads,Brand,42.79,0.52,0.123,Growth-Potential,806.29
CUST_00392,2025-09-04,2025-10-25,4,222.19,52.73,133,82,"[""Fashion"", ""Sports"", ""Beauty"", ""Food & Beverage""]",4,Meta Ads,Prospecting,42.14,0.222,0.114,Growth-Potential,353.81
CUST_00393,2025-03-28,2025-11-14,2,204.67,106.94,293,62,"[""Beauty""]",1,Google Ads,Retargeting,42.21,0.344,0.065,Growth-Potential,364.78
CUST_00394,2025-03-25,2025-04-18,2,72.96,35.78,296,272,"[""Books"", ""Electronics""]",2,Meta Ads,Retargeting,41.58,0.242,0.294,Low-CLV,85.6
CUST_00395,2025-08-07,2025-11-02,2,148.73,80.19,161,74,"[""Food & Beverage"", ""Electronics""]",2,Meta Ads,Retargeting,28.59,0.566,0.091,Growth-Potential,276.38
CUST_00396,2024-01-18,2025-12-12,5,400.81,77.97,728,34,"[""Sports""]",1,Email,None,5.94,0.385,0.053,Growth-Potential,614.73
CUST_00397,2024-03-24,2025-11-15,3,124.24,41.95,662,61,"[""Fashion"", ""Home & Garden""]",2,Meta Ads,Brand,40.89,0.506,0.099,Growth-Potential,200.03
CUST_00398,2024-06-02,2025-05-18,1,34.54,35.53,592,242,"[""Electronics""]",1,Email,None,6.24,0.044,0.192,Low-CLV,31.64
CUST_00399,2025-09-20,2025-09-20,3,74.5,25.78,117,117,"[""Sports"", ""Books""]",2,Direct,None,1.81,0.188,0.253,Low-CLV,80.4
CUST_00400,2025-01-31,2025-10-30,4,428.97,99.1,349,77,"[""Beauty"", ""Toys""]",2,Meta Ads,Prospecting,42.6,0.205,0.102,Growth-Potential,822.61
CUST_00401,2024-05-11,2025-04-17,3,173.95,62.8,614,273,"[""Books"", ""Home & Garden""]",2,Meta Ads,Prospecting,21.26,0.214,0.24,Low-CLV,187.24
CUST_00402,2024-11-22,2025-12-28,6,467.71,72.76,419,18,"[""Home & Garden"", ""Fashion"", ""Toys""]",3,Meta Ads,Prospecting,34.12,0.588,0.067,Growth-Potential,928.35
CUST_00403,2024-02-28,2025-12-06,2,77.56,37.58,687,40,"[""Sports""]",1,Google Ads,Retargeting,35.08,0.51,0.126,Growth-Potential,95.76
CUST_00404,2024-08-07,2026-01-09,8,1471.62,200.35,526,6,"[""Books"", ""Home & Garden"", ""Fashion""]",3,Direct,None,3.9,0.914,0.024,High-CLV,5460.12
CUST_00405,2024-01-30,2025-10-25,6,609.88,93.01,716,82,"[""Fashion""]",1,Meta Ads,Brand,56.42,0.24,0.108,Growth-Potential,1182.79
CUST_00406,2024-05-04,2025-08-16,2,81.41,41.33,621,152,"[""Books""]",1,Google Ads,Retargeting,25.52,0.177,0.188,Low-CLV,69.15
CUST_00407,2024-12-16,2025-12-30,16,3023.34,190.6,395,16,"[""Beauty"", ""Sports"", ""Food & Beverage"", ""Home & Garden""]",4,Email,None,5.42,0.751,0.013,High-CLV,12002.43
CUST_00408,2025-12-06,2025-12-06,2,95.74,48.47,40,40,"[""Fashion""]",1,Email,None,5.2,0.11,0.103,Low-CLV,82.08
CUST_00409,2025-01-22,2025-12-06,2,186.85,87.41,358,40,"[""Food & Beverage"", ""Home & Garden""]",2,Google Ads,Prospecting,58.3,0.557,0.067,Growth-Potential,338.54
CUST_00410,2025-05-17,2025-11-10,8,770.57,103.63,243,66,"[""Food & Beverage"", ""Beauty"", ""Fashion""]",3,Google Ads,Prospecting,26.73,0.458,0.09,Growth-Potential,1312.05
CUST_00411,2024-07-17,2026-01-02,6,1323.29,237.01,547,13,"[""Fashion""]",1,Email,None,6.16,0.724,0.012,High-CLV,4396.18
CUST_00412,2024-10-09,2025-10-23,5,318.11,63.11,463,84,"[""Fashion"", ""Beauty"", ""Toys"", ""Home & Garden""]",4,Meta Ads,Prospecting,34.92,0.465,0.099,Growth-Potential,598.78
CUST_00413,2024-07-02,2025-12-30,10,1555.33,149.1,562,16,"[""Food & Beverage"", ""Books"", ""Sports"", ""Toys"", ""Beauty""]",5,Google Ads,Prospecting,62.72,0.887,0.031,High-CLV,4591.06
CUST_00414,2025-12-08,2025-12-08,5,256.7,56.69,38,38,"[""Electronics"", ""Toys"", ""Books""]",3,Meta Ads,Retargeting,19.38,0.436,0.088,Growth-Potential,378.12
CUST_00415,2024-09-12,2025-11-22,4,252.51,60.84,490,54,"[""Books""]",1,Organic,None,2.69,0.223,0.074,Growth-Potential,337.31
CUST_00416,2025-05-10,2025-12-27,18,3703.02,210.88,250,19,"[""Food & Beverage""]",1,Google Ads,Brand,53.76,0.906,0.029,High-CLV,8147.06
CUST_00417,2024-11-17,2025-11-15,6,569.42,92.4,424,61,"[""Beauty""]",1,Referral,None,0.24,0.467,0.067,Growth-Potential,814.2
CUST_00418,2025-08-30,2025-09-29,2,89.12,48.78,138,108,"[""Toys"", ""Fashion""]",2,Direct,None,0.38,0.187,0.292,Low-CLV,83.68
CUST_00419,2024-08-07,2025-04-18,3,141.34,46.97,526,272,"[""Home & Garden"", ""Electronics"", ""Books""]",3,Email,None,8.9,0.13,0.208,Low-CLV,152.84
CUST_00420,2024-10-16,2025-10-24,3,343.78,105.97,456,83,"[""Electronics"", ""Sports"", ""Fashion""]",3,Organic,None,0.74,0.53,0.144,Growth-Potential,512.72
CUST_00421,2024-03-21,2025-12-25,14,3395.98,254.43,665,21,"[""Beauty"", ""Food & Beverage"", ""Fashion""]",3,Meta Ads,Prospecting,23.64,0.685,0.07,High-CLV,7563.25
CUST_00422,2025-03-23,2025-12-27,8,415.5,56.01,298,19,"[""Home & Garden"", ""Books"", ""Electronics"", ""Beauty"", ""Toys""]",5,Meta Ads,Retargeting,55.34,0.394,0.149,Growth-Potential,516.99
CUST_00423,2025-01-22,2025-12-20,4,538.14,128.76,358,26,"[""Sports""]",1,Meta Ads,Prospecting,19.06,0.56,0.091,Growth-Potential,859.5
CUST_00424,2025-02-18,2025-12-01,8,683.58,92.74,331,45,"[""Toys"", ""Home & Garden"", ""Sports"", ""Electronics""]",4,Meta Ads,Retargeting,31.86,0.332,0.108,Growth-Potential,1088.46
CUST_00425,2024-10-26,2025-09-03,2,80.65,41.42,446,134,"[""Electronics""]",1,Meta Ads,Brand,50.5,0.142,0.149,Low-CLV,86.8
CUST_00426,2024-05-19,2025-10-24,6,474.57,80.9,606,83,"[""Sports"", ""Home & Garden"", ""Electronics"", ""Fashion""]",4,Organic,None,4.3,0.456,0.12,Growth-Potential,682.4
CUST_00427,2025-03-07,2025-12-20,19,2965.7,170.4,314,26,"[""Food & Beverage"", ""Books"", ""Beauty"", ""Home & Garden""]",4,Direct,None,4.38,0.896,0.064,High-CLV,10186.5
CUST_00428,2025-09-23,2025-09-23,1,42.59,47.04,114,114,"[""Food & Beverage""]",1,Meta Ads,Brand,21.12,0.152,0.17,Low-CLV,47.55
CUST_00429,2024-09-27,2025-10-26,7,533.21,71.23,475,81,"[""Food & Beverage"", ""Beauty"", ""Books""]",3,Email,None,3.39,0.43,0.061,Growth-Potential,696.8
CUST_00430,2024-07-20,2025-11-11,4,527.49,122.46,544,65,"[""Fashion"", ""Beauty""]",2,Meta Ads,Prospecting,46.56,0.279,0.091,Growth-Potential,716.65
CUST_00431,2025-01-26,2026-01-09,17,2781.07,156.74,354,6,"[""Fashion"", ""Food & Beverage"", ""Books"", ""Toys""]",4,Google Ads,Retargeting,63.1,0.77,0.02,High-CLV,6621.97
CUST_00432,2024-08-14,2025-12-04,4,408.01,108.76,519,42,"[""Sports""]",1,Meta Ads,Prospecting,25.6,0.353,0.093,Growth-Potential,808.23
CUST_00433,2024-01-26,2025-11-01,3,262.48,79.91,720,75,"[""Toys"", ""Books"", ""Beauty""]",3,Google Ads,Prospecting,32.81,0.474,0.096,Growth-Potential,469.55
CUST_00434,2025-01-12,2025-12-26,6,645.25,105.47,368,20,"[""Electronics""]",1,Email,None,6.96,0.919,0.043,High-CLV,1617.84
CUST_00435,2024-02-27,2025-10-18,5,423.92,84.72,688,89,"[""Home & Garden"", ""Electronics"", ""Food & Beverage"", ""Sports""]",4,Organic,None,1.3,0.253,0.139,Growth-Potential,655.53
CUST_00436,2025-01-19,2025-11-06,3,265.27,92.82,361,70,"[""Books"", ""Beauty""]",2,Direct,None,1.58,0.589,0.078,Growth-Potential,507.76
CUST_00437,2025-04-10,2025-10-20,1,34.33,36.29,280,87,"[""Food & Beverage""]",1,Meta Ads,Retargeting,59.78,0.277,0.227,Low-CLV,33.46
CUST_00438,2025-04-28,2025-04-28,1,46.02,42.87,262,262,"[""Sports""]",1,Meta Ads,Prospecting,22.57,0.297,0.212,Low-CLV,40.14
CUST_00439,2024-01-20,2025-10-25,4,321.71,74.19,726,82,"[""Books""]",1,Meta Ads,Retargeting,45.66,0.465,0.071,Growth-Potential,392.73
CUST_00440,2024-12-12,2025-12-12,5,310.09,58.17,399,34,"[""Sports"", ""Food & Beverage"", ""Books"", ""Electronics""]",4,Email,None,2.35,0.572,0.061,Growth-Potential,453.83
CUST_00441,2025-08-20,2025-12-15,5,400.69,75.58,148,31,"[""Toys""]",1,Meta Ads,Prospecting,26.48,0.493,0.123,Growth-Potential,510.5
CUST_00442,2024-06-30,2025-11-12,8,839.06,99.84,564,64,"[""Sports""]",1,Email,None,5.46,0.236,0.135,Growth-Potential,1336.35
CUST_00443,2024-04-23,2025-05-12,2,97.74,49.41,632,248,"[""Fashion"", ""Toys""]",2,Google Ads,Retargeting,38.41,0.181,0.172,Low-CLV,94.71
CUST_00444,2025-05-04,2025-12-24,25,4207.93,161.42,256,22,"[""Fashion"", ""Home & Garden"", ""Beauty"", ""Books"", ""Electronics""]",5,Organic,None,2.39,0.518,0.034,High-CLV,16050.79
CUST_00445,2025-03-28,2026-01-05,9,1324.71,160.81,293,10,"[""Toys"", ""Beauty"", ""Electronics"", ""Food & Beverage"", ""Home & Garden""]",5,Meta Ads,Prospecting,41.35,0.635,0.027,High-CLV,3591.18
CUST_00446,2024-07-20,2025-11-11,2,88.03,40.93,544,65,"[""Food & Beverage"", ""Sports""]",2,Meta Ads,Brand,30.36,0.465,0.068,Growth-Potential,162.53
CUST_00447,2024-10-07,2025-09-23,1,25.98,28.83,465,114,"[""Food & Beverage""]",1,Meta Ads,Prospecting,54.1,0.023,0.296,Low-CLV,27.97
CUST_00448,2025-10-08,2025-10-08,3,180.47,58.12,99,99,"[""Home & Garden""]",1,Direct,None,0.95,0.091,0.263,Low-CLV,154.13
CUST_00449,2025-11-10,2025-11-10,3,169.08,52.75,66,66,"[""Beauty"", ""Electronics"", ""Home & Garden""]",3,Organic,None,0.74,0.258,0.142,Low-CLV,187.32
CUST_00450,2025-05-26,2025-11-01,2,124.0,60.96,234,75,"[""Electronics"", ""Home & Garden""]",2,Meta Ads,Brand,43.37,0.261,0.12,Growth-Potential,149.58
CUST_00451,2025-08-05,2025-11-24,5,535.26,107.35,163,52,"[""Beauty"", ""Books"", ""Electronics"", ""Sports""]",4,Google Ads,Brand,48.82,0.495,0.11,Growth-Potential,650.46
